id,label,mentions
R_NOISE_bf4cd6c473a4756d,dealing with,15
R_NOISE_689add4957d7f803,supplemented by,15
R_NOISE_10eb0ab0e74ed572,showed a low outturn of work,15
R_NOISE_ac55d04f40620bc2,intake of,15
R_NOISE_b2607c96bf2719bc,confined during any one night,15
R_NOISE_94161e778b2c405e,invade,15
R_NOISE_54dcec14bc838c11,lead to,15
R_NOISE_1f1c286cd7320314,counted on,15
R_NOISE_22f0a27d79bfa68c,creates,15
R_NOISE_18e875e213a9dc29,subsided,15
R_NOISE_6658139db9225d3b,trained in,14
R_NOISE_bdb480de655aa6ec,cc,14
R_NOISE_6dbce08c6ac4d509,infested with,14
R_NOISE_7f9d50da0dca1ccc,have been drawn from,14
R_NOISE_6c3944c94973eb59,has form,14
R_NOISE_79df3910132b1c72,expended,14
R_NOISE_f81cd2f4e1a942f6,appear in,14
R_NOISE_b4cd077d7d04acd9,USES,14
R_NOISE_e526703488a2695f,complained of,14
R_NOISE_322cdae963f25ccc,admitted patients into,14
R_NOISE_f9f29d0626237a93,followed,14
R_NOISE_11700cce788b639d,showed an increase in infantile vaccination when compared with the previous year,14
R_NOISE_e572f95f9d1fad10,made,14
R_NOISE_880fa1f4c576a59d,issued by,14
R_NOISE_53414c2593a15ec1,exceeded,14
R_NOISE_1a385793fa6c38a5,given by,14
R_NOISE_c48e2dba4a9ce3ce,may be due to,14
R_NOISE_82ed19bffdf932c9,included in charges,14
R_NOISE_664d2123a2b7bb6d,follows,14
R_NOISE_2e3b18632c0fcde7,depth range,14
R_NOISE_4bab2d8fe13fa6ab,More,13
R_NOISE_08e16989cf3aa530,Predisposing cause,13
R_NOISE_d169a23629e3f0e1,included in formula,13
R_NOISE_3745ebf6d4f9f9f2,occurred from,13
R_NOISE_58f3bc9f092e72b5,front of,13
R_NOISE_5b5e0729323b824f,invaded,13
R_NOISE_b6c13f510381273c,suffered most from,13
R_NOISE_1d3993e03af9d6bb,found diseased at the periodical examinations and detained for treatment,13
R_NOISE_0e0de666d5f70061,Associated with,13
R_NOISE_389928f0124b1478,has characteristic,13
R_NOISE_a80119d1931da748,established in,13
R_NOISE_7fc4c6765e982e27,submitted to,13
R_NOISE_936e8d23c9abe500,scale of,13
R_NOISE_cabc2ce3ad807ad3,issued from the Imperial,13
R_NOISE_51e5f2e559a3dca1,may cause,13
R_NOISE_d00b39815c187d83,form,13
R_NOISE_4777b16cde24bed1,Types of Insanity,13
R_NOISE_9f22359a2696beeb,causes of admission,13
R_NOISE_d89aa63b5cbe1aa1,appear on,13
R_NOISE_84f4675c98d93edd,interval,13
R_NOISE_0d4e654c613ea68b,without,13
R_NOISE_4e247668af341b81,established on,13
R_NOISE_c1f3e1901b94f096,played,13
R_NOISE_eb395fbccb50218e,condition of,13
R_NOISE_4b376c0339d05a52,declined,13
R_NOISE_b5547aa28feec549,discovered by,13
R_NOISE_12c0f1fbadc4046b,left,13
R_NOISE_f5f225d60026c6c7,read Rs,12
R_NOISE_7c675a916a6bd5ef,delivered lectures on,12
R_NOISE_3d9e3fbe3eb988d8,Clinical_event,12
R_NOISE_6a8437dd0009e4aa,plus,12
R_NOISE_7c02c7e8a01ba46d,observation,12
R_NOISE_7b5e09c88bf8dc4b,served,12
R_NOISE_851b3eaf0a80f04f,cost of feed and keep,12
R_NOISE_69fa63dc42d7ebf2,held charge throughout the year,12
R_NOISE_28250c910f8a1df0,exceeds,12
R_NOISE_24407cabb6adc70d,discovered,12
R_NOISE_9dbecb2d08aeee79,c. c. dose,12
R_NOISE_87c398ddf300ebdf,ranged between,12
R_NOISE_cc493596eda4d6a0,extracted from,12
R_NOISE_f4179f8bce20d63c,made in,12
R_NOISE_8323c2ee4b78d13c,sanctioned for,12
R_NOISE_8f759dbfd304526e,was under the superintendence of,12
R_NOISE_09500dc218e706a2,amount of,12
R_NOISE_f440b76b59c4f3fb,the service as Passed Medical Pupils,12
R_NOISE_07a62b961c7ddeb7,at end of each month,12
R_NOISE_6168b790263e4aa9,harbour,12
R_NOISE_1d994f13b51ba3b2,met with,12
R_NOISE_551c8056bfdd33de,established,12
R_NOISE_f32b67c7e26342af,value,12
R_NOISE_3b5b771abc74a72a,is followed by,12
R_NOISE_a8149a45db49cd82,was detected in,12
R_NOISE_33d0d2533501ba7d,underwent,12
R_NOISE_b4a98b2f64dc4257,characterizes,12
R_NOISE_95b317206cbc6421,were inspected by him,12
R_NOISE_32133901fbd14fe0,were received from,12
R_NOISE_62d685f2007f5107,TREASURY ON ACCOUNT OF Establishment,12
R_NOISE_0468e13f09be6d24,were admitted during the year,12
R_NOISE_2b80e0aa8b2716c0,at Rs. do. do,12
R_NOISE_8f4e7f983776cc1d,contributed to,12
R_NOISE_c466bbda4d999779,attending the periodical examinations,12
R_NOISE_1247d6483093b6b6,given hypodermically,12
R_NOISE_8a21786f82b10c57,were inoculated against,12
R_NOISE_1cfbdc0987e3d5ec,was inspected by,12
R_NOISE_a4f45338bec527fd,were tried,11
R_NOISE_3d4d1782c06ac97f,is related to,11
R_NOISE_d5b688a5dee3687e,printed at the government central press,11
R_NOISE_2e6d754231e17cd0,were opened during the year,11
R_NOISE_86724e0c4cb28b52,correlation between,11
R_NOISE_5e57c5ab19346e44,were made in,11
R_NOISE_fd1c1a9e742135ce,complicated by,11
R_NOISE_8a6984692e138dfb,Location in,11
R_NOISE_3b45b7660791abd2,has freezing point range,11
R_NOISE_59ab46bec50b9072,creates appetite,11
R_NOISE_672fccd70b672edf,except,11
R_NOISE_3bdc13e1111b336b,involving,11
R_NOISE_34e8b6644bf25bf6,travelled by,11
R_NOISE_38d59c2ad207279e,were obtained from,11
R_NOISE_da0f5eee0fc207fc,diminished,11
R_NOISE_d73b343051f78770,supplemented with,11
R_NOISE_f225ec3b3ff6b228,lies between,11
R_NOISE_fe5856ebfa8de649,exhibited by,11
R_NOISE_dfdec4307bd1fd5e,arise from,11
R_NOISE_84900cb68e875d99,accompany,11
R_NOISE_7f095db13eba9daa,indicated by,11
R_NOISE_6e489d67bfd8b7cd,due to disorders of nutrition or metabolism,11
R_NOISE_40d137ab77e0dce8,visited once each by,11
R_NOISE_c77a5d0e954f79d2,makes,11
R_NOISE_510e67211752cec9,caused admissions into hospital,11
R_NOISE_20c76711a52fa4da,on the platform,11
R_NOISE_48ce988583a65c5f,comprise,11
R_NOISE_556227798cb161a1,registered C,11
R_NOISE_06b61cf641abf8ca,spread by land,11
R_NOISE_139c85cd4406f030,accompanied with,11
R_NOISE_e7a48eee8ea4517f,was Established,11
R_NOISE_78837d5cf53ff797,admitted patients with occupation of,11
R_NOISE_5255e100819691e6,is called,11
R_NOISE_9ab70ab45a307db2,arises from,11
R_NOISE_19be9e7ff3be7f0c,are in force,11
R_NOISE_e950b24f13f2a21f,drawn from,11
R_NOISE_08d26ef165aa8947,Value of manufactured goods made over to Asylum for Asylum purposes,11
R_NOISE_98b418d3ea6f733f,based on,11
R_NOISE_01861c68e6b5eb4f,store at end of the year,11
R_NOISE_590f903cc32ae58c,liable to,11
R_NOISE_c916da70cd4a3251,Nil,11
R_NOISE_5dd021ebf7cf86c8,was obtained from,11
R_NOISE_b310f4d4d89b8570,until,11
R_NOISE_83ac0f095f15d6bc,issued from,10
R_NOISE_14a8d98bb4e2d5cf,were responsible for,10
R_NOISE_e7d60aa52bc462a1,trained at,10
R_NOISE_51fae6d0fd4d217a,has shape,10
R_NOISE_51bce835a0930644,occasioned,10
R_NOISE_110e8a5f783c6932,-arm vaccination,10
R_NOISE_a8032f8450ec41f4,versus,10
R_NOISE_71d56d0dd4a90392,consequence of,10
R_NOISE_829e034468c0b74c,contributed,10
R_NOISE_5582e3321b2f26f8,showed signs of,10
R_NOISE_6ac0a5b5d94d566a,indistinguishable from,10
R_NOISE_c6e7a6938129554f,Value of,10
R_NOISE_4dbf29c8745095a9,preceded by,10
R_NOISE_0709bfcd2dea2082,precipitated by,10
R_NOISE_0b1f016772c8bca1,admissions and deaths from,10
R_NOISE_852a669213a22906,held stipends from various sources,10
R_NOISE_d52b16c4ebfcd9a7,swarming in the blood,10
R_NOISE_538549de76207956,"mentioned for good work by the Assistant Directors, Western and Eastern Ranges",10
R_NOISE_3a29d570bcaa78b9,prescribe,10
R_NOISE_901b65a5612a7dda,arising from,10
R_NOISE_6296f5507b78f03d,Dilatation of,10
R_NOISE_eca76fda543534e0,prescribed for,10
R_NOISE_e962e8185ecf2df6,provided for population of,10
R_NOISE_9764e44078a0d5ba,is responsible for,10
R_NOISE_e965b24468ae0407,were inspected by,10
R_NOISE_4bf82c694d2ae5e4,Cavity with,10
R_NOISE_61bef19db683f4bb,analysed by,10
R_NOISE_4f4f4174650325dc,healing,10
R_NOISE_fc1cd6acb4f505ca,appointed,10
R_NOISE_fb5309e6af7c4ded,contracted by,10
R_NOISE_35bed68e4ffa9386,suspected to be suffering from,10
R_NOISE_b1a0fc8379642319,vaccinated against,10
R_NOISE_a229f4920044c1db,experienced,10
R_NOISE_5780daf6db0b013d,about,10
R_NOISE_11f01e7a254cb7e8,filtered through,10
R_NOISE_a0b665a7d462ce68,contributes to,10
R_NOISE_b99a634de5be11ff,acted as,10
R_NOISE_22aaef045a73b1a2,value of,10
R_NOISE_da7a68734367828e,off,10
R_NOISE_84630b2d31d49964,reported to have died before,10
R_NOISE_de019d591ade92e7,invaded by,10
R_NOISE_cbab159fe33f7291,seat of,10
R_NOISE_5a537e209151ae5f,total,10
R_NOISE_50c026300b52db9b,Admitted,10
R_NOISE_94d5206573a1ae98,harboured,10
R_NOISE_b954b4dae8aa186e,show the best results,10
R_NOISE_6f8656dd7fc0909c,Store at end of the year,10
R_NOISE_c8fd4b6802018365,is classified as,10
R_NOISE_00ad4125aa1466dd,has quality,10
R_NOISE_f071d8f4d5136f0e,diluted with,10
R_NOISE_f932b7703a7b06b2,adopted,10
R_NOISE_fea6502672a131b6,are allotted to,10
R_NOISE_060ab12466476aef,detected on,10
R_NOISE_211b2c4fab5ca6c3,percentage viability of,10
R_NOISE_20e98afb5600280c,was made at,10
R_NOISE_5630ce133c4ef947,accounted for by,10
R_NOISE_16eb6e1c2494632f,officiated as,9
R_NOISE_8da70cd4735f2ee4,inoculated subdurally with,9
R_NOISE_165c2bf6cf41ae9d,is form of,9
R_NOISE_7b2296971af9c49b,resigned,9
R_NOISE_08b5f5cde34c8c8a,left to right :,9
R_NOISE_f16b6cc0f035456d,accounting for,9
R_NOISE_0fe4c02efef3b92c,is obtained from,9
R_NOISE_0fb73fd68cb1dc70,originate from,9
R_NOISE_2841979e0d1e526f,clinical event,9
R_NOISE_a415c659a1be7b68,irritation of,9
R_NOISE_8012ff51a005eaa8,unchanged,9
R_NOISE_dd2322e007c02473,are few in the blood,9
R_NOISE_2a054ebea46c18cf,appointed to,9
R_NOISE_2673597c8621b24e,few in the blood,9
R_NOISE_093ba2195ca7f8ea,Number of,9
R_NOISE_6b7baa8a129a8076,Nature of Casualty,9
R_NOISE_6cbf68c50f73c846,following,9
R_NOISE_2acb55cbec1e4fe8,are part of,9
R_NOISE_243cb06734600939,reveals,9
R_NOISE_678db74faa500a5e,varied inversely with,9
R_NOISE_66ede01c21706037,depot established at,9
R_NOISE_9feddee6695c5cab,Not known,9
R_NOISE_8fb3697a791f0332,marked,9
R_NOISE_1097c413b6439441,capacity at,9
R_NOISE_92b06f4981f9a048,infesting,9
R_NOISE_75d277b16be00a4c,appointed as,9
R_NOISE_7575406b48b15448,embedded in,9
R_NOISE_62699fbecb95801e,died during the year,9
R_NOISE_6295a097e09a8d76,P.M,9
R_NOISE_1a12f4b6ec995140,served by,9
R_NOISE_e801c590102fb631,survived,9
R_NOISE_21b163e31b4e0198,is less injurious than,9
R_NOISE_9b7220be5973c718,valuation statement of,9
R_NOISE_64b1b97cd365960a,infests,9
R_NOISE_1c8ee625bd8df95b,fall in the number of,9
R_NOISE_f3ec7dc00a24375c,demonstrated,9
R_NOISE_1f95a751fa7d3274,given at,9
R_NOISE_2d1a20f1c2e99f31,made with,9
R_NOISE_fb01823ca3f1a8cd,undergo,9
R_NOISE_8fa933747cc89600,association with,9
R_NOISE_81169aaadffaf17a,is rich in,9
R_NOISE_46a81e3b87540a36,extracted with,9
R_NOISE_caa01da11e57dfa4,initiated by Mr. Bhattacharjee from material collected in the Rangoon Municipal Slaughter,9
R_NOISE_3ed2d32430c74ac6,was at,9
R_NOISE_8a7f714bdb3fb7cd,has caused,9
R_NOISE_5821eb27d7b71c90,make,9
R_NOISE_b32f279e548b6fce,each,9
R_NOISE_3b8c2f27c174ce8d,complemented by,9
R_NOISE_457074b03877f4c4,was observed in successful primary operations,9
R_NOISE_0293238be098b3fd,constitute,9
R_NOISE_b090bec02b6b6272,were as follows,9
R_NOISE_00799d5368f36458,involved in,9
R_NOISE_3a3868d672a294e6,detects,9
R_NOISE_4ac814b89ad6c07d,originated from,9
R_NOISE_4081f4b2d640ef4c,showed in,9
R_NOISE_40db166831938c0e,Return of Criminal Lunatics in,9
R_NOISE_55d60fd1c655fd6f,possess,9
R_NOISE_0990c7e51a20c895,can be obtained from,9
R_NOISE_b28bbf4431a55e41,Category to which the Institution belongs,9
R_NOISE_726a5cb767009a8c,after them,8
R_NOISE_50daf91ec205fb3b,analyses,8
R_NOISE_c8d5b13eda2270aa,test for Ammonia,8
R_NOISE_a742d5e5f1e385ae,"prepared and issued from the Imperial Institute of Veterinary Research, Muktesar",8
R_NOISE_56e1c173a4005f76,substitution by sugars did not increase sensitivity of the reaction,8
R_NOISE_9249e830920825ed,received into,8
R_NOISE_2653149c8cba44f7,average cost of each successful operation exceeded,8
R_NOISE_f7880600348a091a,For,8
R_NOISE_b0f8b1086177b639,on 1st april,8
R_NOISE_39b4a35b8ce93984,impairs the constitution,8
R_NOISE_7e18421b6ca0e057,procured from,8
R_NOISE_39ac3102333591f7,ozs,8
R_NOISE_0159fbc63654a453,made for,8
R_NOISE_266f39f2e4874bda,obtained marks in the summer examination,8
R_NOISE_0daf2a50d231d1c4,quality of,8
R_NOISE_184026a5d2ef1978,forwarded to for information,8
R_NOISE_b0508e7f7079df0d,opposed to,8
R_NOISE_f79d97ed886c1b7d,"visited only a few most modern mental hospitals and clinics in Belgium,",8
R_NOISE_4b5e24a5a8f39da8,lesions at death on,8
R_NOISE_eafa3ec6a2e1f3ee,set up,8
R_NOISE_ab006eeb098bcb94,supplied and expended,8
R_NOISE_6150cff9d7080a62,means,8
R_NOISE_84f5eac31267603d,consequent on,8
R_NOISE_1728630ba2f0040a,accommodates,8
R_NOISE_0a0af9a0ba46d889,is epidemic at short intervals not exceeding four or five years in,8
R_NOISE_50a8fe484f94f6cb,leaves no agglutinins for,8
R_NOISE_64875c9acdb8b05c,suspected to be,8
R_NOISE_1bfa2a5756eb2ba4,less injurious than,8
R_NOISE_1ba6276d99d84e6b,has relation with,8
R_NOISE_49fb59a83370fbd5,reduced from,8
R_NOISE_e7ae79895122caef,proved to be,8
R_NOISE_237f0bff82003e27,collected at,8
R_NOISE_bfb11edd4085f112,bled,8
R_NOISE_c8a56674c5c2faa0,owing to,8
R_NOISE_3a65c048acc419c6,left for,8
R_NOISE_540573a7fbfaed77,increased by per cent,8
R_NOISE_5b694a5b11b09a70,sampled from,8
R_NOISE_2332a76b910ef10c,is a sign or symptom of,8
R_NOISE_7f64f3004b8a8dc5,brings about,8
R_NOISE_b0d963527a110693,preferred to,8
R_NOISE_a0cd432a494c2cfc,protected against the disease by,8
R_NOISE_5b719b10855cce5b,were carried on in,8
R_NOISE_63598c8403839b15,will be,8
R_NOISE_2e1ff7dfc497fb29,increase in re-vaccination work,8
R_NOISE_30ea2c2e1fb392af,presence in,8
R_NOISE_bf18e3dfde0923c3,checked by,8
R_NOISE_311e891162a117ab,progress in,8
R_NOISE_f8b972d5321d1026,Value of raw materials in store at the end of the year,8
R_NOISE_4aa52cb82116fa3f,examined witnesses in,8
R_NOISE_ff88831c780adb93,was in,8
R_NOISE_000bee16e06e3068,course duration,8
R_NOISE_e606bf39744b2e9f,continued to maintain scholars,8
R_NOISE_bac909aed7e3c06e,incidence in,8
R_NOISE_5ee907b1aca6d83a,issued for,8
R_NOISE_f70ce1567850cc02,lowers,8
R_NOISE_78c3c5bceba3e1ec,source of,8
R_NOISE_a44d85aa399af3cd,is endemic,8
R_NOISE_70dd1773820b896a,most frequent seats are,8
R_NOISE_1e51922378e44e7e,has detailed description,8
R_NOISE_27e45365dc7213c5,isolated cases occurred also in,8
R_NOISE_ec440c6ed8033e78,aggravated by,8
R_NOISE_af57d7d0b37b459f,dispensary vaccination in the,8
R_NOISE_80a2e4883c6a74f0,recorded by race,8
R_NOISE_2aaae517cf684971,comprising,8
R_NOISE_f64217920611283e,states,8
R_NOISE_2a89f5d8edec308e,removal,8
R_NOISE_42ed89fa1b783cc5,distribution of minerals per calories in,8
R_NOISE_78ca8262e0335e7a,encloses,8
R_NOISE_4e45cd11c24d90c9,leads into,8
R_NOISE_59ad0d0cdaac444b,Received from Treasury on account of,8
R_NOISE_a5daed7fdbb7ed89,were made,8
R_NOISE_0aa834ce303d1eb1,appearance of,8
R_NOISE_16ea8b88d83a6f32,collected in,8
R_NOISE_7804b9cfd8b2f890,were issued to,8
R_NOISE_15d69ceb936d36c5,given with,8
R_NOISE_52547a3e58dc0a78,order of potency,8
R_NOISE_287e127435465ea9,manufactured during the year,8
R_NOISE_eb8f2a459a083be7,discharges,8
R_NOISE_8a7b8bf68607ee41,preferred,8
R_NOISE_a3c686e711e4720f,Category,8
R_NOISE_b4a307cefa20ede4,lives in,8
R_NOISE_a0039c2268044f1d,intake,8
R_NOISE_60c06ec9eefc15c9,kept under observation,8
R_NOISE_29e67844b8bf3e64,are due to,7
R_NOISE_d76fc85b73337f1b,since last report,7
R_NOISE_78c77c873782cb7a,studded with,7
R_NOISE_3d0df5dc872b9b93,value in store,7
R_NOISE_971ea97c2d036b55,correlation with,7
R_NOISE_f141f4abab35cb61,admissions into hospital for the year were as follows : ague primary,7
R_NOISE_a7e8851e6fc4f435,were exhibited at,7
R_NOISE_2f2f3e80f0d4c132,was sown,7
R_NOISE_c88581b9461aeee4,used instead of,7
R_NOISE_c0b885fe691bafc5,applied,7
R_NOISE_43c2d4f7a876fc0c,contributed by,7
R_NOISE_c54608af433bbdaa,Batch I,7
R_NOISE_74222737e8e15b77,reacted to,7
R_NOISE_b9f529bd57d44522,inserted into,7
R_NOISE_20b56484252d03eb,interfered with,7
R_NOISE_edba6cacf9e78ad9,is about,7
R_NOISE_fb626c2e528860f3,combination of,7
R_NOISE_7b84b960a0dca8c3,controls,7
R_NOISE_52173fcd162ef466,has_examinations_to_meetings_ratio,7
R_NOISE_14bd03f7cff99790,overcrowding,7
R_NOISE_9ed6d653d498b322,pertaining to,7
R_NOISE_c2496337efebb66b,"useful in some cases of strangury, dysuria, irritation of the bladder, hæmaturia,",7
R_NOISE_265d30ebd5d36071,"success rates, below per cent., are reported",7
R_NOISE_b0fea4f95e803b13,were_principal_causes_of_admission_into_hospital,7
R_NOISE_ddd14345a85f055a,has_protein,7
R_NOISE_1396d12283b50284,content in,7
R_NOISE_2cead7da5e062f65,has been about,7
R_NOISE_26c13a0c8f0b7602,relationship with,7
R_NOISE_19df60bfaa70cfd8,"was followed by Almora with 56.71, Hardoi with 46.84, Hami rpur with",7
